,X-axis,Y-axis
0,848.0,0.32799999999999996
1,891.0,0.325
2,927.0,0.32299999999999995
3,968.0,0.321
4,1020.0,0.322
5,1070.0,0.322
6,1120.0,0.32299999999999995
7,1170.0,0.32299999999999995
8,1240.0,0.324
9,1310.0,0.324
10,1380.0,0.324
11,1460.0,0.324
12,1560.0,0.324
