,X-axis,Y-axis
0,9850.0,0.534
1,10300.0,0.498
2,10500.0,0.485
3,10800.0,0.488
4,11400.0,0.45899999999999996
5,11700.0,0.461
6,12100.0,0.469
7,12400.0,0.45
8,11700.0,0.46
9,11100.0,0.45
10,10900.0,0.447
11,11000.0,0.45399999999999996
12,10800.0,0.457
