,X-axis,Y-axis
0,102000.0,0.408
1,102000.0,0.408
2,103000.0,0.406
3,106000.0,0.4
4,107000.0,0.409
5,107000.0,0.409
6,108000.0,0.406
7,108000.0,0.415
8,110000.0,0.41200000000000003
9,110000.0,0.41100000000000003
10,110000.0,0.41200000000000003
11,112000.0,0.414
12,113000.0,0.414
