country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Type
Uruguay,0.46399999999999997,0.451,0.455,0.445,0.42200000000000004,0.39899999999999997,0.405,0.401,0.401,0.397,0.395,0.397,0.397,developed
USA,0.408,0.408,0.406,0.4,0.409,0.409,0.406,0.415,0.41200000000000003,0.41100000000000003,0.41200000000000003,0.414,0.414,developed
Uzbekistan,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,undeveloped
St. Vincent and the Grenadines,0.382,0.382,0.382,0.38299999999999995,0.38299999999999995,0.38299999999999995,0.382,0.382,0.382,0.382,0.381,0.381,0.381,undeveloped
Venezuela,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,0.43700000000000006,undeveloped
Vietnam,0.35700000000000004,0.35600000000000004,0.374,0.39299999999999996,0.374,0.35600000000000004,0.35200000000000004,0.348,0.35,0.353,0.355,0.35700000000000004,0.35700000000000004,undeveloped
Vanuatu,0.377,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,undeveloped
Samoa,0.418,0.42,0.414,0.40700000000000003,0.4,0.39399999999999996,0.387,0.387,0.387,0.387,0.387,0.387,0.387,undeveloped
Yemen,0.35200000000000004,0.354,0.35600000000000004,0.358,0.36,0.363,0.365,0.36700000000000005,0.36700000000000005,0.36700000000000005,0.36700000000000005,0.36700000000000005,0.36700000000000005,undeveloped
South Africa,0.636,0.63,0.632,0.634,0.633,0.632,0.631,0.63,0.627,0.63,0.633,0.633,0.633,undeveloped
Zambia,0.5489999999999999,0.551,0.5539999999999999,0.556,0.5589999999999999,0.562,0.565,0.568,0.5710000000000001,0.5710000000000001,0.5710000000000001,0.5710000000000001,0.5710000000000001,undeveloped
Zimbabwe,0.431,0.431,0.431,0.431,0.431,0.434,0.435,0.43700000000000006,0.439,0.441,0.44299999999999995,0.47200000000000003,0.503,undeveloped
