,X-axis,Y-axis
0,101000.0,0.348
1,102000.0,0.354
2,103000.0,0.35
3,103000.0,0.34700000000000003
4,103000.0,0.34600000000000003
5,106000.0,0.345
6,108000.0,0.345
7,110000.0,0.344
8,110000.0,0.344
9,112000.0,0.344
10,113000.0,0.344
11,114000.0,0.344
12,114000.0,0.344
