,Year,GDP per Capita,GDP per Employee,Gini Coefficient
0,2007,52500.0,101000.0,0.348
1,2008,53300.0,102000.0,0.354
2,2009,53200.0,103000.0,0.35
3,2010,53600.0,103000.0,0.34700000000000003
4,2011,54100.0,103000.0,0.34600000000000003
5,2012,55300.0,106000.0,0.345
6,2013,55700.0,108000.0,0.345
7,2014,56300.0,110000.0,0.344
8,2015,56800.0,110000.0,0.344
9,2016,57400.0,112000.0,0.344
10,2017,57800.0,113000.0,0.344
11,2018,58600.0,114000.0,0.344
12,2019,59000.0,114000.0,0.344
