,X-axis,Y-axis
0,52500.0,0.348
1,53300.0,0.354
2,53200.0,0.35
3,53600.0,0.34700000000000003
4,54100.0,0.34600000000000003
5,55300.0,0.345
6,55700.0,0.345
7,56300.0,0.344
8,56800.0,0.344
9,57400.0,0.344
10,57800.0,0.344
11,58600.0,0.344
12,59000.0,0.344
