,X-axis,Y-axis
0,54200.0,0.408
1,53700.0,0.408
2,51900.0,0.406
3,52800.0,0.4
4,53300.0,0.409
5,54100.0,0.409
6,54800.0,0.406
7,55800.0,0.415
8,57000.0,0.41200000000000003
9,57700.0,0.41100000000000003
10,58700.0,0.41200000000000003
11,60100.0,0.414
12,61300.0,0.414
