,X-axis,Y-axis
0,175000.0,0.271
1,171000.0,0.27
2,169000.0,0.262
3,171000.0,0.257
4,170000.0,0.253
5,172000.0,0.257
6,172000.0,0.264
7,174000.0,0.268
8,176000.0,0.275
9,178000.0,0.285
10,182000.0,0.27
11,181000.0,0.276
12,181000.0,0.276
