,X-axis,Y-axis
0,4740.0,0.534
1,4970.0,0.498
2,4940.0,0.485
3,5050.0,0.488
4,5390.0,0.45899999999999996
5,5610.0,0.461
6,5920.0,0.469
7,6080.0,0.45
8,6000.0,0.46
9,5870.0,0.45
10,6130.0,0.447
11,6080.0,0.45399999999999996
12,5970.0,0.457
